MODOPRIN,FE_VIA,CRITERIOBR
Outros,1.0,B2
Outros,1.0,B2
A pe,360.744827,C1
A pe,360.744827,C1
A pe,360.744827,C1
A pe,360.744827,C1
Outros,1.0,D-E
Trem,444.177768,D-E
Trem,444.177768,D-E
Outros,1.0,D-E
Carro,360.744827,C2
Carro,360.744827,C2
Carro,360.744827,C2
Outros,1.0,B2
Escolar,700.608243,B2
Escolar,700.608243,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
Outros,1.0,C1
Carro,161.08878,C1
Carro,161.08878,C1
Carro,360.744827,C1
Carro,360.744827,C1
A pe,360.744827,C1
A pe,360.744827,C1
A pe,360.744827,C1
Taxi,360.744827,C1
A pe,418.383842,C1
A pe,418.383842,C1
Metro,363.939642,B2
Metro,363.939642,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
Outros,1.0,B2
A pe,700.608243,B2
A pe,700.608243,B2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
A pe,722.809179,C1
A pe,722.809179,C1
Outros,1.0,C1
Onibus,360.744827,B2
Onibus,360.744827,B2
A pe,360.744827,C1
A pe,360.744827,C1
Outros,1.0,C1
Trem,448.111478,B2
Carro,363.939642,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
A pe,360.744827,B2
Outros,360.744827,B2
Metro,363.939642,B2
Metro,363.939642,B2
Carro,360.744827,C1
Carro,360.744827,C1
Outros,1.0,C1
Trem,444.177768,B1
Taxi,360.744827,B1
Taxi,360.744827,B1
Carro,161.08878,B2
Carro,161.08878,B2
Taxi,222.223281,C1
Taxi,222.223281,C1
Escolar,427.794735,C1
Escolar,427.794735,C1
Escolar,427.794735,C1
Escolar,427.794735,C1
Escolar,255.46717,C1
Escolar,255.46717,C1
Trem,121.110609,A
Carro,98.361577,A
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Carro,220.272512,B1
Trem,273.619006,B1
Trem,273.619006,B1
A pe,427.794735,B1
Carro,427.794735,B1
Onibus,220.272512,B2
Onibus,220.272512,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,220.272512,B2
Carro,220.272512,B2
Taxi,220.272512,B2
Taxi,220.272512,B2
Onibus,222.223281,B2
Onibus,222.223281,B2
A pe,441.350733,B2
A pe,441.350733,B2
A pe,427.794735,B2
A pe,427.794735,B2
A pe,220.272512,B2
A pe,220.272512,B2
A pe,220.272512,B2
A pe,220.272512,B2
Outros,1.0,C1
Outros,1.0,B2
Onibus,296.347465,B2
Onibus,296.347465,B2
Outros,1.0,D-E
Outros,1.0,B2
Outros,1.0,B2
Carro,296.347465,C1
Carro,296.347465,C1
Outros,1.0,B2
Carro,293.746003,B2
Carro,293.746003,B2
A pe,293.746003,B2
A pe,293.746003,B2
A pe,293.746003,B2
A pe,293.746003,B2
A pe,570.488764,B2
A pe,570.488764,B2
Carro,293.746003,B2
Carro,293.746003,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,C1
A pe,460.581763,C1
A pe,460.581763,C1
Carro,460.581763,C1
Carro,460.581763,C1
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Metro,456.538584,B2
Metro,456.538584,B2
Outros,1.0,C1
A pe,456.538584,B1
A pe,456.538584,B1
Outros,1.0,B1
Outros,1.0,B1
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C1
Outros,1.0,C1
Fretado,456.538584,C1
Fretado,456.538584,C1
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
A pe,203.864997,C1
A pe,203.864997,C1
A pe,203.864997,C1
A pe,203.864997,C1
Carro,460.581763,C1
Carro,460.581763,C1
Outros,1.0,C1
Trem,567.104956,C2
Trem,567.104956,C2
Taxi,914.747085,C2
Taxi,914.747085,C2
Carro,456.538584,B2
Carro,456.538584,B2
Outros,1.0,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Outros,1.0,B2
Moto,460.581763,C1
Moto,460.581763,C1
Outros,1.0,C1
Carro,456.538584,C1
Carro,456.538584,C1
Outros,1.0,C1
Carro,456.538584,B1
Carro,456.538584,B1
Outros,1.0,C1
Fretado,456.538584,B2
Fretado,456.538584,B2
Outros,1.0,B2
Carro,456.538584,B2
Carro,456.538584,B2
A pe,886.6508140000001,B2
A pe,886.6508140000001,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,456.538584,B2
A pe,460.581763,B2
A pe,460.581763,B2
Outros,1.0,C2
Trem,562.126672,C2
Carro,456.538584,C2
Outros,1.0,C2
A pe,456.538584,C2
A pe,456.538584,C2
A pe,456.538584,C2
A pe,456.538584,C2
A pe,886.6508140000001,C2
A pe,886.6508140000001,C2
Metro,456.538584,C1
Metro,456.538584,C1
Escolar,529.483314,C1
Escolar,529.483314,C1
Escolar,886.6508140000001,C1
Escolar,886.6508140000001,C1
Escolar,886.6508140000001,C1
Escolar,886.6508140000001,C1
Carro,460.581763,B2
Carro,460.581763,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C2
Carro,456.538584,B2
Carro,456.538584,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C2
A pe,460.581763,C2
A pe,460.581763,C2
A pe,460.581763,C2
A pe,460.581763,C2
A pe,460.581763,C2
A pe,460.581763,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B2
Onibus,456.538584,C1
Onibus,456.538584,C1
Outros,1.0,C1
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Carro,456.538584,B2
Trem,562.126672,B2
Trem,562.126672,B2
Moto,456.538584,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,456.538584,B2
Carro,456.538584,B2
Outros,1.0,B2
Escolar,886.6508140000001,B2
Escolar,886.6508140000001,B2
A pe,456.538584,C1
A pe,456.538584,C1
A pe,456.538584,C1
A pe,456.538584,C1
Outros,1.0,C1
A pe,456.538584,B1
A pe,456.538584,B1
Outros,1.0,B1
Onibus,320.466243,C1
Onibus,320.466243,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Taxi,203.864997,D-E
Taxi,203.864997,D-E
Outros,1.0,D-E
Outros,1.0,C1
Metro,456.538584,C1
Metro,456.538584,C1
Trem,562.126672,C1
Trem,562.126672,C1
Carro,456.538584,B2
Carro,456.538584,B2
A pe,456.538584,C1
A pe,456.538584,C1
A pe,460.581763,C1
A pe,460.581763,C1
Carro,456.538584,B2
Carro,456.538584,B2
Outros,1.0,B2
A pe,460.581763,C1
A pe,460.581763,C1
A pe,460.581763,C1
A pe,460.581763,C1
Carro,360.744827,B1
Carro,360.744827,B1
Carro,360.744827,B1
Carro,360.744827,B1
Carro,360.744827,B1
Carro,360.744827,B1
Carro,722.809179,B1
Carro,722.809179,B1
Trem,198.345338,B2
A pe,161.08878,B2
A pe,161.08878,B2
Onibus,161.08878,B2
Onibus,161.08878,D-E
A pe,161.08878,D-E
A pe,161.08878,D-E
Onibus,161.08878,D-E
Onibus,161.08878,D-E
A pe,161.08878,D-E
A pe,161.08878,D-E
Onibus,161.08878,D-E
Onibus,161.08878,C1
Carro,161.08878,C1
A pe,161.08878,C1
A pe,161.08878,C1
Outros,1.0,C1
Carro,360.744827,C1
Carro,360.744827,C1
Outros,1.0,C1
Outros,1.0,C1
Metro,363.939642,C1
Metro,363.939642,C1
Onibus,360.744827,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C2
Outros,1.0,B2
Outros,1.0,B2
Onibus,253.224029,B2
Onibus,253.224029,B2
Metro,363.939642,B2
Metro,363.939642,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,C1
Carro,360.744827,B2
Carro,360.744827,B2
Outros,1.0,B2
Trem,448.111478,C1
Onibus,255.466621,C1
Outros,1.0,C1
Outros,1.0,B2
Onibus,363.939642,B2
Onibus,363.939642,B2
Outros,1.0,B2
Carro,360.744827,C1
Carro,360.744827,C1
Outros,1.0,C1
Outros,1.0,C1
Carro,360.744827,B2
Carro,360.744827,B2
Carro,360.744827,B2
Outros,1.0,C2
A pe,161.08878,C2
A pe,161.08878,C2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Carro,360.744827,B2
Carro,360.744827,B2
Carro,360.744827,B2
Carro,360.744827,B2
Carro,360.744827,B2
Carro,360.744827,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,700.608243,B2
Carro,700.608243,B2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B1
A pe,360.744827,B1
A pe,360.744827,B1
A pe,360.744827,B1
A pe,360.744827,B1
Trem,448.111478,B1
Trem,448.111478,B1
Escolar,700.608243,B1
Escolar,700.608243,B1
Onibus,161.08878,C2
Taxi,161.08878,C2
Outros,1.0,C2
Onibus,161.08878,C2
Taxi,161.08878,C2
A pe,161.08878,D-E
A pe,161.08878,D-E
Outros,1.0,C1
Outros,1.0,C1
A pe,161.08878,C2
A pe,161.08878,C2
Outros,1.0,C2
Carro,363.939642,B2
Carro,363.939642,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Trem,444.177768,C1
Trem,444.177768,C1
Outros,1.0,C1
Onibus,507.374295,C1
Trem,889.98024,C1
A pe,220.272512,C2
A pe,220.272512,C2
A pe,441.350733,C2
A pe,441.350733,C2
A pe,441.350733,C2
A pe,441.350733,C2
Outros,1.0,C2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B2
Carro,220.272512,B2
Carro,220.272512,B2
A pe,220.272512,C1
A pe,220.272512,C1
Outros,1.0,C1
Carro,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
Carro,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
Outros,1.0,B2
Carro,330.54071400000004,B1
Carro,330.54071400000004,B1
Onibus,296.469216,B1
Onibus,296.469216,B1
Outros,1.0,B1
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,430.13752,C2
A pe,430.13752,C2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,304.35292200000004,B2
A pe,304.35292200000004,B2
A pe,304.35292200000004,B2
Onibus,304.35292200000004,B2
Trem,406.988058,B2
Trem,406.988058,B2
Trem,406.988058,C1
Trem,406.988058,C1
Outros,1.0,C1
Trem,529.619579,C1
A pe,430.13752,C1
A pe,430.13752,C1
Trem,529.619579,C1
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
Carro,330.54071400000004,B2
Onibus,330.54071400000004,B2
A pe,304.35292200000004,B2
A pe,304.35292200000004,B2
A pe,296.469216,B2
Carro,296.469216,B2
Onibus,330.54071400000004,C1
Onibus,330.54071400000004,C1
Trem,406.988058,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Onibus,330.54071400000004,B2
Onibus,330.54071400000004,B2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,D-E
Outros,1.0,C1
Onibus,296.469216,C1
Onibus,296.469216,C1
Fretado,330.54071400000004,C1
Fretado,330.54071400000004,C1
Outros,1.0,C2
Outros,1.0,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Outros,1.0,C1
Escolar,296.469216,C1
Escolar,296.469216,C1
Metro,330.54071400000004,B2
Metro,330.54071400000004,B2
Outros,1.0,B2
A pe,296.469216,B2
A pe,296.469216,B2
Metro,304.35292200000004,B2
Metro,304.35292200000004,B2
Fretado,330.54071400000004,B2
Fretado,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
A pe,330.54071400000004,B2
Escolar,296.469216,B2
Escolar,296.469216,B2
A pe,296.469216,B2
A pe,296.469216,B2
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Trem,529.619579,D-E
Onibus,430.13752,B2
Onibus,430.13752,B2
Onibus,430.13752,B2
Onibus,430.13752,B2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,296.469216,C2
A pe,296.469216,C2
Trem,406.988058,C2
Trem,406.988058,C2
Escolar,348.6072,C2
Escolar,348.6072,C2
Fretado,330.54071400000004,C1
Fretado,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,296.469216,C1
A pe,296.469216,C1
Trem,406.988058,C2
Trem,406.988058,C2
Onibus,330.54071400000004,C1
Onibus,330.54071400000004,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C2
Trem,406.988058,C1
Trem,406.988058,C1
Outros,1.0,C1
Outros,1.0,C1
Fretado,304.35292200000004,C1
Fretado,304.35292200000004,C1
Outros,1.0,C1
Outros,1.0,C1
Onibus,330.54071400000004,C1
Onibus,330.54071400000004,C1
Onibus,330.54071400000004,C1
Onibus,330.54071400000004,C1
A pe,296.469216,C1
A pe,296.469216,C1
A pe,296.469216,C1
A pe,296.469216,C1
Onibus,232.022319,C2
Onibus,232.022319,C2
A pe,304.35292200000004,C2
A pe,304.35292200000004,C2
A pe,296.469216,C2
A pe,296.469216,C2
Onibus,359.611251,C1
Onibus,359.611251,C1
Outros,1.0,C1
Onibus,213.639856,C1
Onibus,213.639856,C1
A pe,296.469216,C1
A pe,296.469216,C1
Carro,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
Carro,330.54071400000004,C1
Fretado,330.54071400000004,B2
Fretado,330.54071400000004,B2
Onibus,330.54071400000004,B2
Onibus,330.54071400000004,B2
Onibus,296.469216,B2
Onibus,296.469216,B2
Onibus,296.469216,B2
Onibus,296.469216,B2
Onibus,232.022319,C1
Carro,330.54071400000004,C1
Outros,1.0,C1
A pe,296.469216,C1
A pe,296.469216,C1
Moto,330.54071400000004,C1
Moto,330.54071400000004,C1
A pe,330.54071400000004,C1
Onibus,330.54071400000004,C1
A pe,296.469216,C1
A pe,296.469216,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Outros,1.0,C1
Carro,430.13752,C1
Trem,529.619579,C1
Onibus,330.54071400000004,C1
Onibus,330.54071400000004,C1
Onibus,296.469216,C1
Onibus,296.469216,C1
Trem,406.988058,C1
Trem,406.988058,C1
A pe,430.13752,C1
A pe,430.13752,C1
Outros,1.0,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,598.178588,D-E
Carro,598.178588,D-E
Fretado,707.8230219999999,C1
Fretado,707.8230219999999,C1
Fretado,707.8230219999999,C1
Fretado,707.8230219999999,C1
Onibus,543.929131,B2
Onibus,543.929131,B2
Metro,707.8230219999999,B2
Metro,707.8230219999999,B2
Outros,1.0,D-E
Onibus,543.929131,D-E
Onibus,543.929131,D-E
Carro,543.929131,C1
Carro,543.929131,C1
Escolar,500.835187,C1
Escolar,500.835187,C1
Carro,500.835187,C1
Carro,500.835187,C1
Trem,669.728875,C1
Trem,669.728875,C1
Onibus,487.861967,C1
Onibus,487.861967,C1
Outros,1.0,D-E
Outros,1.0,D-E
Metro,543.929131,D-E
Metro,543.929131,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Fretado,543.929131,C1
Fretado,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,573.658866,C1
Carro,573.658866,C1
Fretado,500.835187,C1
Carro,500.835187,C1
A pe,500.835187,C1
Fretado,500.835187,C1
Trem,669.728875,C2
Trem,669.728875,C2
Outros,1.0,C2
Outros,1.0,C2
Carro,543.929131,C2
Carro,543.929131,C2
Carro,543.929131,C2
Carro,543.929131,C2
Outros,1.0,C2
Onibus,500.835187,C2
Onibus,500.835187,C2
Onibus,543.929131,D-E
Onibus,543.929131,D-E
Onibus,381.809843,C2
Onibus,381.809843,C2
Outros,1.0,C2
Outros,1.0,B2
Outros,1.0,B2
Onibus,543.929131,B2
Onibus,543.929131,B2
Carro,543.929131,C2
Carro,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,573.658866,C2
A pe,573.658866,C2
A pe,573.658866,C2
A pe,487.861967,C2
A pe,487.861967,C2
Carro,598.178588,C1
Carro,598.178588,C1
Carro,543.929131,C1
Carro,543.929131,C1
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
A pe,487.861967,C2
A pe,487.861967,C2
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Metro,500.835187,C1
Metro,500.835187,C1
A pe,500.835187,C1
A pe,500.835187,C1
Carro,707.8230219999999,C1
Carro,707.8230219999999,C1
Carro,707.8230219999999,C1
Carro,707.8230219999999,C1
Metro,707.8230219999999,C1
Metro,707.8230219999999,C1
A pe,543.929131,C1
A pe,543.929131,C1
Outros,1.0,C1
Outros,1.0,C1
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
Carro,573.658866,B2
Fretado,543.929131,C1
Fretado,543.929131,C1
Outros,1.0,C1
Onibus,487.861967,C1
Onibus,487.861967,C1
Escolar,487.861967,C1
Escolar,487.861967,C1
Trem,669.728875,C1
Trem,669.728875,C1
Trem,871.528089,C1
Trem,871.528089,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Onibus,598.178588,B1
Carro,598.178588,B1
Carro,598.178588,B1
Outros,1.0,B1
Outros,1.0,B1
Outros,1.0,B1
Carro,543.929131,C1
Carro,543.929131,C1
Onibus,543.929131,C1
Onibus,543.929131,C1
Outros,1.0,C1
Outros,1.0,C1
Carro,598.178588,D-E
Carro,598.178588,D-E
Trem,669.728875,D-E
Trem,669.728875,D-E
Outros,1.0,B2
Trem,736.525128,B2
A pe,598.178588,B2
Trem,736.525128,B2
Outros,1.0,B2
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,543.929131,C2
Carro,487.861967,C2
A pe,487.861967,C2
A pe,487.861967,C2
A pe,487.861967,C2
Outros,1.0,D-E
Outros,1.0,C2
Fretado,543.929131,C2
Fretado,543.929131,C2
A pe,487.861967,C2
A pe,487.861967,C2
A pe,543.929131,C1
A pe,543.929131,C1
Onibus,381.809843,C1
Onibus,381.809843,C1
Escolar,500.835187,C1
Escolar,500.835187,C1
Escolar,487.861967,C1
Escolar,487.861967,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Carro,543.929131,C1
Onibus,591.766844,C1
Onibus,591.766844,C1
Onibus,500.835187,C1
Onibus,500.835187,C1
A pe,543.929131,C1
A pe,543.929131,C1
A pe,543.929131,C1
A pe,543.929131,C1
A pe,487.861967,C1
Onibus,487.861967,C1
Outros,1.0,C1
Onibus,707.8230219999999,C1
Onibus,707.8230219999999,C1
Outros,1.0,C1
Onibus,543.929131,C1
Onibus,543.929131,C1
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
Onibus,500.835187,B2
Onibus,500.835187,B2
Carro,543.929131,B2
Carro,543.929131,B2
Carro,573.658866,B2
Carro,573.658866,B2
A pe,543.929131,C2
A pe,543.929131,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
Outros,1.0,C2
Outros,1.0,C2
Metro,543.929131,C2
Metro,543.929131,C2
A pe,543.929131,C1
A pe,543.929131,C1
A pe,543.929131,C1
A pe,543.929131,C1
Outros,1.0,C1
A pe,573.658866,C1
A pe,573.658866,C1
Onibus,707.8230219999999,C1
Onibus,707.8230219999999,C1
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
Carro,543.929131,B2
Metro,500.835187,B2
Metro,500.835187,B2
Outros,1.0,B2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
A pe,707.8230219999999,C2
A pe,707.8230219999999,C2
Fretado,707.8230219999999,C2
Fretado,707.8230219999999,C2
A pe,500.835187,C2
A pe,500.835187,C2
A pe,543.929131,D-E
A pe,543.929131,D-E
A pe,543.929131,D-E
A pe,543.929131,D-E
Outros,1.0,D-E
A pe,487.861967,D-E
A pe,487.861967,D-E
A pe,543.929131,C1
A pe,543.929131,C1
Escolar,487.861967,C1
Escolar,487.861967,C1
A pe,573.658866,C1
A pe,573.658866,C1
Onibus,707.8230219999999,C1
Onibus,707.8230219999999,C1
A pe,500.835187,C1
A pe,500.835187,C1
Outros,1.0,C2
Outros,1.0,C2
Moto,330.54071400000004,C1
Moto,330.54071400000004,C1
Moto,330.54071400000004,C1
Moto,330.54071400000004,C1
Onibus,330.54071400000004,C1
Fretado,330.54071400000004,C1
Outros,1.0,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Outros,1.0,C1
Carro,348.6072,C1
Carro,348.6072,C1
Trem,406.988058,D-E
Trem,406.988058,D-E
Outros,1.0,C1
Onibus,430.13752,C1
Onibus,430.13752,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
Fretado,430.13752,C1
Fretado,430.13752,C1
A pe,296.469216,C1
A pe,296.469216,C1
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
A pe,304.35292200000004,C1
A pe,304.35292200000004,C1
Trem,406.988058,C1
Trem,406.988058,C1
A pe,296.469216,C1
A pe,296.469216,C1
Outros,1.0,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,430.13752,C2
A pe,430.13752,C2
A pe,430.13752,C2
A pe,430.13752,C2
A pe,330.54071400000004,C2
Onibus,330.54071400000004,C2
A pe,296.469216,C2
A pe,296.469216,C2
Carro,330.54071400000004,D-E
Carro,330.54071400000004,D-E
Carro,330.54071400000004,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
A pe,296.469216,D-E
Carro,296.469216,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,348.6072,D-E
A pe,296.469216,D-E
A pe,296.469216,D-E
A pe,296.469216,D-E
A pe,296.469216,D-E
A pe,296.469216,D-E
A pe,296.469216,D-E
A pe,330.54071400000004,D-E
A pe,330.54071400000004,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,B2
Onibus,301.934075,B2
Trem,529.619579,B2
Outros,1.0,B2
Outros,1.0,B2
Trem,406.988058,C2
Trem,406.988058,C2
A pe,296.469216,C2
A pe,296.469216,C2
Outros,1.0,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
Trem,406.988058,C1
Trem,406.988058,C1
Outros,1.0,C2
Outros,1.0,C2
Onibus,232.022319,B2
Onibus,232.022319,B2
Outros,1.0,B2
Carro,330.54071400000004,B2
Carro,330.54071400000004,B2
Onibus,430.13752,B2
A pe,430.13752,B2
Onibus,430.13752,B2
Onibus,301.934075,B2
Onibus,301.934075,B2
Carro,430.13752,B2
Carro,430.13752,B2
Escolar,348.6072,B2
Escolar,348.6072,B2
Outros,1.0,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,348.6072,C2
A pe,348.6072,C2
Carro,330.54071400000004,A
Carro,330.54071400000004,A
A pe,330.54071400000004,A
A pe,330.54071400000004,A
A pe,330.54071400000004,A
A pe,330.54071400000004,A
Carro,330.54071400000004,A
Onibus,330.54071400000004,A
Outros,1.0,C1
Outros,1.0,C1
Trem,406.988058,C1
Trem,406.988058,C1
Onibus,430.13752,C1
Onibus,430.13752,C1
Carro,296.469216,C1
Carro,296.469216,C1
Carro,363.507609,C1
Carro,363.507609,C1
Carro,363.507609,C1
Carro,363.507609,C1
Carro,363.507609,C1
Carro,363.507609,C1
Carro,363.507609,C1
Carro,363.507609,C1
Metro,330.54071400000004,C1
Metro,330.54071400000004,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,D-E
Onibus,213.639856,D-E
Onibus,213.639856,D-E
A pe,430.13752,D-E
A pe,430.13752,D-E
Outros,1.0,D-E
Trem,406.988058,D-E
Trem,406.988058,D-E
Outros,1.0,D-E
A pe,330.54071400000004,D-E
A pe,330.54071400000004,D-E
Carro,330.54071400000004,C1
Carro,330.54071400000004,C1
Escolar,296.469216,C1
Escolar,296.469216,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
A pe,330.54071400000004,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
Onibus,330.54071400000004,C2
Onibus,330.54071400000004,C2
A pe,296.469216,C2
A pe,296.469216,C2
Outros,1.0,C2
A pe,296.469216,C2
A pe,296.469216,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
A pe,330.54071400000004,C2
Outros,1.0,C2
Outros,1.0,C2
Trem,406.988058,C2
Trem,406.988058,C2
Carro,430.13752,B2
Carro,430.13752,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C2
A pe,330.54071400000004,C2
Onibus,330.54071400000004,C2
Outros,1.0,C2
A pe,296.469216,C2
