MODOPRIN,FE_VIA,CRITERIOBR
Metro,45.162214,B2
Outros,1.0,B2
A pe,45.162214,B2
A pe,45.162214,B2
Carro,45.162214,B2
Carro,45.162214,B2
A pe,45.162214,B2
A pe,45.162214,B2
Outros,1.0,C1
Carro,45.162214,B1
Carro,45.162214,B1
Outros,1.0,B1
Metro,40.927488,B1
Onibus,44.526996,B1
Metro,45.162214,C1
Metro,45.162214,C1
A pe,45.162214,C1
Outros,1.0,C1
Outros,1.0,C1
A pe,45.162214,C1
A pe,45.162214,C1
Outros,1.0,C1
A pe,45.162214,B1
A pe,45.162214,B1
A pe,45.162214,B1
A pe,45.162214,B1
A pe,45.162214,B1
A pe,45.162214,B1
Metro,40.927488,B1
Metro,40.927488,B1
Metro,45.162214,B2
A pe,45.162214,B2
Onibus,49.134159,B2
Metro,45.162214,B2
A pe,45.162214,B2
Onibus,49.134159,B2
A pe,35.316646,B1
A pe,35.316646,B1
Outros,1.0,B1
Outros,1.0,B1
A pe,459.034901,B1
A pe,459.034901,B1
Metro,57.927354,B2
Metro,57.927354,B2
Outros,1.0,C2
Outros,1.0,C2
A pe,18.7197,C2
A pe,18.7197,C2
A pe,44.846659,C2
A pe,44.846659,C2
Onibus,75.06125300000001,C2
Onibus,75.06125300000001,C2
Outros,1.0,C2
A pe,44.846659,C2
A pe,44.846659,C2
A pe,44.846659,C2
Moto,30.10993,C1
Moto,30.10993,C1
Bike,43.674131,C1
Bike,43.674131,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C2
A pe,18.7197,C2
A pe,18.7197,C2
Metro,30.10993,C2
Metro,30.10993,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Metro,44.846659,C1
Metro,44.846659,C1
Onibus,41.580733,C1
Onibus,41.580733,C1
A pe,44.846659,C2
A pe,44.846659,C2
Outros,1.0,C2
A pe,30.10993,C2
A pe,30.10993,C2
Onibus,48.790852,C1
Metro,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
Carro,44.846659,C1
Carro,44.846659,C1
A pe,18.7197,C1
A pe,18.7197,C1
A pe,18.7197,C1
A pe,18.7197,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,30.10993,C1
A pe,30.10993,C1
Metro,44.846659,C1
Metro,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,38.219397,C1
A pe,38.219397,C1
A pe,38.219397,C1
A pe,38.219397,C1
Metro,44.846659,C2
Metro,44.846659,C2
A pe,44.846659,C2
A pe,44.846659,C2
Metro,44.846659,C1
Metro,44.846659,C1
Outros,1.0,C1
Metro,13.954443,B2
Metro,13.954443,B2
Carro,13.954443,B2
Carro,13.954443,B2
Carro,13.954443,B2
Carro,13.954443,B2
Carro,13.954443,B2
Carro,13.954443,B2
Metro,13.954443,C1
Metro,13.954443,C1
Onibus,12.938221,C1
Onibus,12.938221,C1
Outros,1.0,B1
Metro,13.954443,B1
Metro,13.954443,B1
Carro,13.954443,B2
Carro,13.954443,B2
Carro,21.467917,B1
Carro,21.467917,B1
Carro,13.954443,B1
Carro,13.954443,B1
Carro,13.954443,A
Carro,13.954443,A
Outros,1.0,A
Carro,13.954443,A
Carro,13.954443,A
Metro,13.954443,A
Metro,13.954443,A
Carro,13.954443,A
Carro,13.954443,A
Carro,11.892311,A
Carro,11.892311,A
Outros,1.0,A
Carro,13.954443,A
Carro,13.954443,A
Outros,1.0,B1
Outros,1.0,B1
Outros,1.0,C2
Onibus,23.355987,B2
Metro,21.467917,B2
Metro,5.824804,B2
Metro,5.824804,B2
Carro,13.954443,B1
Carro,13.954443,B1
Moto,13.954443,B1
Moto,13.954443,B1
Metro,13.954443,B1
A pe,13.954443,B1
A pe,13.954443,B1
Onibus,15.181714,B1
Onibus,15.181714,B1
Carro,11.892311,B1
Onibus,12.938221,B1
A pe,13.954443,C2
A pe,13.954443,C2
A pe,13.954443,C2
A pe,13.954443,C2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,B1
Carro,13.954443,B1
Carro,13.954443,B1
Metro,44.846659,B2
Metro,44.846659,B2
Outros,1.0,B2
Outros,1.0,B2
Onibus,48.790852,B2
Taxi,44.846659,B2
Outros,1.0,B2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Onibus,48.790852,C1
Onibus,48.790852,C1
Onibus,41.580733,C1
Onibus,41.580733,C1
Metro,44.846659,C1
Metro,44.846659,C1
Outros,1.0,C1
Metro,30.10993,C1
Metro,30.10993,C1
A pe,44.846659,C1
A pe,44.846659,C1
Outros,1.0,C2
A pe,18.7197,C2
A pe,18.7197,C2
Outros,1.0,C2
Onibus,75.06125300000001,C2
Onibus,75.06125300000001,C2
Metro,44.846659,C1
Metro,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,44.846659,C1
A pe,38.219397,C1
A pe,38.219397,C1
Onibus,48.790852,C2
Onibus,48.790852,C2
Metro,30.10993,C2
Metro,30.10993,C2
Metro,30.10993,C2
Metro,30.10993,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C2
Onibus,48.790852,C1
Onibus,48.790852,C1
Onibus,48.790852,C1
Onibus,48.790852,C1
Outros,1.0,C2
Outros,1.0,C2
A pe,18.7197,C2
A pe,18.7197,C2
Outros,1.0,C2
Outros,1.0,C2
Metro,44.846659,C2
Metro,44.846659,C2
Outros,1.0,B1
Carro,13.954443,B1
Carro,13.954443,B1
Outros,1.0,B1
Onibus,15.181714,B1
Onibus,15.181714,B1
Onibus,23.355987,C1
Onibus,23.355987,C1
Onibus,23.355987,C1
Onibus,23.355987,C1
Onibus,15.181714,C1
Onibus,15.181714,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,B2
A pe,13.954443,B2
A pe,13.954443,B2
Outros,1.0,B2
Outros,1.0,B2
Onibus,10.192963,B2
Onibus,10.192963,B2
A pe,9.368976,B2
A pe,9.368976,B2
Outros,1.0,C2
Outros,1.0,B2
Outros,1.0,B2
Metro,13.954443,B2
Metro,13.954443,B2
Metro,13.954443,B2
Metro,13.954443,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Onibus,15.181714,C2
Onibus,15.181714,C2
A pe,11.892311,C2
A pe,11.892311,C2
Outros,1.0,C2
A pe,13.43074,B2
A pe,13.43074,B2
A pe,13.43074,B2
A pe,13.43074,B2
A pe,13.43074,B2
Outros,1.0,B2
A pe,18.647008,B2
A pe,18.647008,B2
A pe,18.647008,B2
A pe,18.647008,B2
A pe,18.647008,ND
A pe,18.647008,ND
Outros,1.0,ND
Onibus,20.286984,D-E
Onibus,20.286984,D-E
Outros,1.0,D-E
A pe,26.158692,D-E
A pe,26.158692,D-E
A pe,26.158692,D-E
A pe,26.158692,D-E
A pe,25.84369,D-E
A pe,25.84369,D-E
A pe,25.84369,D-E
A pe,25.84369,D-E
A pe,18.647008,D-E
A pe,18.647008,D-E
Metro,6.784783999999999,C1
Metro,6.784783999999999,C1
A pe,6.784783999999999,B2
A pe,6.784783999999999,B2
Taxi,10.827295,B2
Taxi,10.827295,B2
A pe,10.827295,C1
A pe,10.827295,C1
A pe,7.798494,C1
Onibus,8.48436,C1
Metro,7.798494,C1
Outros,1.0,C1
Outros,1.0,C1
Metro,7.798494,C1
Onibus,8.48436,C1
Metro,7.798494,C1
Metro,7.798494,C1
Outros,1.0,A
Outros,1.0,A
Taxi,10.827295,A
Taxi,10.827295,A
Carro,10.827295,B2
Carro,10.827295,B2
Outros,1.0,B2
Escolar,15.006014000000002,B2
Escolar,15.006014000000002,B2
Outros,1.0,B2
Metro,10.827295,B2
Carro,10.827295,B2
Fretado,6.784783999999999,B2
Metro,6.784783999999999,B2
A pe,11.684906,C2
A pe,11.684906,C2
A pe,18.647008,C2
A pe,18.647008,C2
Carro,11.684906,B1
Carro,11.684906,B1
Outros,1.0,B1
Onibus,12.712575,C2
Onibus,12.712575,C2
Outros,1.0,C2
Metro,18.647008,B2
Metro,18.647008,B2
Outros,1.0,B2
Metro,13.43074,B2
Metro,13.43074,B2
A pe,11.684906,C2
A pe,11.684906,C2
A pe,11.684906,C2
A pe,11.684906,C2
A pe,18.647008,C2
A pe,18.647008,C2
Metro,18.647008,C1
Metro,18.647008,C1
Onibus,14.611952,C1
Onibus,14.611952,C1
Onibus,20.286984,C1
Onibus,20.286984,C1
A pe,18.647008,C1
A pe,18.647008,C1
Outros,1.0,C1
A pe,25.84369,C1
A pe,25.84369,C1
Carro,11.684906,C1
Carro,11.684906,C1
Carro,11.684906,C1
Carro,11.684906,C1
Carro,18.647008,C1
Carro,18.647008,C1
Outros,1.0,C1
A pe,18.647008,B2
A pe,18.647008,B2
A pe,18.647008,B2
A pe,18.647008,B2
Onibus,20.286984,B2
A pe,18.647008,B2
Outros,1.0,B2
Outros,1.0,B2
Bike,27.047286,B2
Bike,27.047286,B2
A pe,13.43074,B2
A pe,13.43074,B2
Outros,1.0,B2
Metro,13.43074,D-E
Outros,1.0,B2
Outros,1.0,B2
A pe,18.647008,C2
A pe,18.647008,C2
Onibus,7.381495,B2
Onibus,7.381495,B2
Outros,1.0,B2
Onibus,7.381495,C2
Onibus,7.381495,C2
Onibus,7.381495,C2
Onibus,7.381495,C2
Outros,1.0,C1
Outros,1.0,C1
Onibus,8.48436,C1
Onibus,8.48436,C1
Carro,10.827295,B2
Carro,10.827295,B2
Outros,1.0,C1
A pe,10.827295,C1
A pe,10.827295,C1
Carro,10.827295,B1
Carro,10.827295,B1
Carro,7.798494,B1
Carro,7.798494,B1
Carro,7.798494,B1
Carro,7.798494,B1
Outros,1.0,C1
Taxi,6.784783999999999,B2
Taxi,6.784783999999999,B2
Outros,1.0,B2
Metro,10.827295,B2
Metro,10.827295,B2
Metro,10.827295,B2
Outros,1.0,B2
Outros,1.0,D-E
Outros,1.0,D-E
A pe,15.006014000000002,D-E
A pe,15.006014000000002,D-E
Outros,1.0,D-E
Outros,1.0,B2
A pe,10.827295,B2
A pe,10.827295,B2
Carro,10.827295,C1
A pe,10.827295,C1
A pe,10.827295,C1
Carro,10.827295,C1
Onibus,11.779539,C1
Metro,10.827295,C1
Onibus,11.779539,C1
Metro,7.798494,C1
A pe,7.798494,C1
Onibus,8.48436,C1
Metro,7.798494,C1
A pe,7.798494,C1
Metro,7.798494,C1
Outros,1.0,C1
Outros,1.0,C1
Metro,10.827295,B2
A pe,10.827295,B2
A pe,10.827295,B2
Onibus,11.779539,B2
Carro,10.827295,B2
Carro,10.827295,B2
Carro,10.827295,B2
Carro,10.827295,B2
Carro,15.006014000000002,B2
Carro,15.006014000000002,B2
Moto,10.827295,B2
Moto,10.827295,B2
Onibus,16.52476,B2
Onibus,16.52476,B2
Onibus,16.52476,B2
A pe,10.827295,B1
A pe,10.827295,B1
A pe,10.827295,B1
A pe,10.827295,B1
Onibus,8.48436,B1
Carro,7.798494,B1
Carro,7.798494,B1
Onibus,8.48436,B1
Outros,1.0,B1
Carro,6.784783999999999,B2
Carro,6.784783999999999,B2
Metro,10.827295,B2
A pe,10.827295,B2
A pe,10.827295,B2
Metro,10.827295,B2
Metro,10.827295,B2
A pe,10.827295,B2
A pe,10.827295,B2
Metro,10.827295,B2
Metro,6.784783999999999,B2
Metro,6.784783999999999,B2
A pe,6.784783999999999,C1
A pe,6.784783999999999,C1
A pe,10.827295,C1
A pe,10.827295,C1
Carro,10.827295,B2
Carro,10.827295,B2
Carro,10.827295,C1
Carro,10.827295,C1
Metro,90.032608,B2
Metro,90.032608,B2
Outros,1.0,B2
Outros,1.0,B2
Onibus,562.996688,C1
Onibus,562.996688,C1
Metro,517.484719,C1
Metro,517.484719,C1
Onibus,562.996688,C1
Onibus,562.996688,C1
Onibus,930.707376,C1
Onibus,930.707376,C1
Carro,517.484719,A
Carro,517.484719,A
Carro,517.484719,A
Metro,730.451874,A
A pe,730.451874,A
A pe,730.451874,A
Metro,730.451874,A
Carro,730.451874,A
Outros,1.0,C1
Onibus,562.996688,C1
Onibus,562.996688,C1
Onibus,155.609341,B1
Onibus,155.609341,B1
Onibus,176.58981,B1
Onibus,176.58981,B1
Carro,162.314504,B2
Carro,162.314504,B2
Onibus,176.58981,B2
Onibus,176.58981,B2
Carro,229.113883,B2
Carro,229.113883,B2
Carro,229.113883,B2
Outros,1.0,B1
Outros,1.0,B1
Metro,162.314504,B1
Metro,162.314504,B1
A pe,79.335918,C1
A pe,79.335918,C1
A pe,90.032608,C1
A pe,90.032608,C1
Moto,90.032608,B2
A pe,90.032608,B2
A pe,90.032608,B2
Moto,90.032608,B2
Outros,1.0,B2
Outros,1.0,C1
Onibus,97.950834,C1
Onibus,97.950834,C1
Outros,1.0,C1
Carro,79.335918,B2
Carro,79.335918,B2
Metro,517.484719,C1
Metro,517.484719,C1
Metro,730.451874,C1
Metro,730.451874,C1
Onibus,794.693969,C1
Onibus,794.693969,C1
Metro,517.484719,B2
A pe,517.484719,B2
A pe,517.484719,B2
Metro,517.484719,B2
Onibus,562.996688,B2
Taxi,517.484719,B2
Outros,1.0,B2
Metro,517.484719,B2
Metro,517.484719,B2
A pe,456.002847,B2
A pe,456.002847,B2
Onibus,562.996688,B2
Onibus,562.996688,B2
Metro,517.484719,B2
Metro,517.484719,B2
A pe,517.484719,B2
A pe,517.484719,B2
Outros,1.0,B2
A pe,456.002847,C1
A pe,456.002847,C1
Carro,517.484719,A
Carro,517.484719,A
Carro,730.451874,A
Carro,730.451874,A
Carro,730.451874,A
Carro,855.4701210000001,A
A pe,855.4701210000001,A
Carro,517.484719,A
A pe,517.484719,A
A pe,517.484719,A
Carro,517.484719,A
Carro,517.484719,A
Carro,517.484719,A
Escolar,855.4701210000001,A
Escolar,855.4701210000001,A
Outros,1.0,A
Outros,1.0,A
Carro,517.484719,A
Carro,517.484719,A
Carro,517.484719,A
Carro,517.484719,A
Metro,517.484719,A
Metro,517.484719,A
Carro,1670.40553,A
Carro,1670.40553,A
Carro,1670.40553,A
Carro,1670.40553,A
Carro,561.875541,A
Carro,561.875541,A
Outros,1.0,C1
Onibus,562.996688,C1
A pe,517.484719,C1
A pe,517.484719,C1
Onibus,562.996688,C1
Onibus,562.996688,C1
A pe,517.484719,C1
A pe,517.484719,C1
Onibus,562.996688,C1
A pe,517.484719,A
A pe,517.484719,A
A pe,517.484719,A
A pe,517.484719,A
A pe,456.002847,B2
A pe,456.002847,B2
A pe,456.002847,B2
A pe,456.002847,B2
A pe,456.002847,B2
A pe,456.002847,B2
Metro,456.002847,C1
Metro,456.002847,C1
Outros,1.0,C1
Metro,456.002847,C1
Metro,456.002847,C1
Carro,517.484719,B2
Carro,517.484719,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Onibus,562.996688,B2
Onibus,562.996688,B2
Carro,143.030071,A
Carro,143.030071,A
Carro,143.030071,A
Carro,143.030071,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,B2
Carro,162.314504,B2
Carro,162.314504,B2
Carro,162.314504,B2
Carro,162.314504,B2
Carro,162.314504,B2
A pe,162.314504,B2
A pe,162.314504,B2
Carro,268.327167,B2
A pe,268.327167,B2
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Taxi,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Escolar,176.238151,A
Escolar,176.238151,A
Metro,229.113883,A
Metro,229.113883,A
Outros,1.0,A
Outros,1.0,A
A pe,229.113883,A
A pe,229.113883,A
A pe,229.113883,A
A pe,229.113883,A
A pe,176.238151,A
A pe,176.238151,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
A pe,143.030071,C1
A pe,143.030071,C1
A pe,162.314504,C1
A pe,162.314504,C1
Carro,143.030071,C1
Carro,143.030071,C1
Onibus,249.26409,C1
Onibus,249.26409,C1
Metro,162.314504,B2
A pe,162.314504,B2
A pe,162.314504,B2
Metro,162.314504,B2
Metro,162.314504,B2
Metro,162.314504,B2
Onibus,176.58981,B2
Onibus,176.58981,B2
A pe,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
A pe,162.314504,B2
A pe,162.314504,B2
A pe,162.314504,B2
A pe,162.314504,B2
Escolar,268.327167,B2
Escolar,268.327167,B2
A pe,523.940196,B2
A pe,523.940196,B2
Outros,1.0,D-E
A pe,162.314504,D-E
A pe,162.314504,D-E
Outros,1.0,A
Carro,229.113883,A
Carro,229.113883,A
A pe,162.314504,C1
A pe,162.314504,C1
A pe,162.314504,C1
A pe,162.314504,C1
A pe,229.113883,C1
A pe,229.113883,C1
Onibus,155.609341,A
Taxi,143.030071,A
Carro,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
Carro,162.314504,A
Metro,162.314504,B2
Metro,162.314504,B2
Outros,1.0,B2
Onibus,155.609341,B2
Metro,143.030071,B2
Outros,1.0,A
Carro,229.113883,A
Carro,229.113883,A
Carro,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
Carro,162.314504,A
Metro,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
Metro,162.314504,A
Metro,229.113883,A
Metro,229.113883,A
Onibus,176.58981,A
Onibus,176.58981,A
Onibus,176.58981,A
Onibus,176.58981,A
Onibus,176.58981,A
Onibus,291.92612,A
Onibus,291.92612,A
Taxi,268.327167,A
A pe,268.327167,A
Onibus,291.92612,A
Onibus,291.92612,A
Carro,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
Carro,162.314504,A
Outros,1.0,A
Metro,176.238151,A
Metro,176.238151,A
Carro,229.113883,A
Carro,229.113883,A
Carro,229.113883,A
Metro,162.314504,B2
Metro,162.314504,B2
Outros,1.0,B2
Carro,176.238151,B2
Metro,176.238151,B2
Moto,162.314504,A
Moto,162.314504,A
Carro,162.314504,A
Carro,162.314504,A
Outros,1.0,A
Metro,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
Metro,162.314504,A
Taxi,143.030071,C1
Taxi,143.030071,C1
Onibus,176.58981,A
Carro,162.314504,A
A pe,162.314504,A
A pe,162.314504,A
Carro,162.314504,A
Onibus,191.738019,A
Onibus,191.738019,A
Onibus,191.738019,A
A pe,176.238151,A
A pe,176.238151,A
A pe,176.238151,A
A pe,176.238151,A
A pe,176.238151,A
A pe,162.314504,C1
A pe,162.314504,C1
Metro,162.314504,B2
A pe,162.314504,B2
A pe,162.314504,B2
Metro,162.314504,B2
A pe,162.314504,B2
A pe,162.314504,B2
Metro,229.113883,B2
A pe,229.113883,B2
A pe,229.113883,B2
Metro,229.113883,B2
A pe,229.113883,B2
A pe,229.113883,B2
Onibus,665.641531,C1
Onibus,665.641531,C1
Outros,1.0,C2
Outros,1.0,C2
Onibus,665.641531,C1
Onibus,665.641531,C1
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B1
Outros,1.0,B1
Carro,232.501096,B2
Carro,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
Metro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,208.010169,B2
Onibus,226.304337,B2
Carro,208.010169,B2
Onibus,226.304337,B2
Onibus,252.949202,C2
Onibus,252.949202,C2
A pe,232.501096,C2
Outros,1.0,D-E
Carro,141.756945,D-E
Carro,141.756945,D-E
Onibus,154.224246,B2
Onibus,154.224246,B2
Outros,1.0,B2
Metro,232.501096,B2
Metro,232.501096,B2
Outros,1.0,B1
Carro,281.959509,B1
Carro,281.959509,B1
A pe,208.010169,B1
A pe,208.010169,B1
Moto,232.501096,B2
Moto,232.501096,B2
Moto,232.501096,B2
Moto,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
Moto,159.328176,B2
A pe,159.328176,B2
A pe,159.328176,B2
A pe,159.328176,B2
Onibus,252.949202,C1
Onibus,252.949202,C1
Metro,210.678428,B1
A pe,210.678428,B1
A pe,210.678428,B1
Metro,210.678428,B1
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Outros,1.0,A
Escolar,552.921868,A
Escolar,552.921868,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Onibus,229.207265,A
A pe,210.678428,A
A pe,210.678428,A
Onibus,229.207265,A
Metro,611.8318780000001,C1
Metro,611.8318780000001,C1
Carro,611.8318780000001,C1
Carro,611.8318780000001,C1
Carro,611.8318780000001,C1
Carro,611.8318780000001,C1
Onibus,807.239031,C1
A pe,741.982807,C1
A pe,741.982807,C1
Onibus,807.239031,C1
A pe,741.982807,C1
Moto,611.8318780000001,B1
A pe,611.8318780000001,B1
A pe,611.8318780000001,B1
Moto,611.8318780000001,B1
Carro,611.8318780000001,B1
Carro,611.8318780000001,B1
Carro,611.8318780000001,B1
Carro,611.8318780000001,B1
Carro,611.8318780000001,B1
Carro,611.8318780000001,B1
Carro,611.8318780000001,B1
Metro,611.8318780000001,B1
Carro,419.275688,B1
Carro,419.275688,B1
Carro,419.275688,B1
Carro,419.275688,B1
Carro,419.275688,B1
Outros,1.0,C1
Outros,1.0,C1
Carro,611.8318780000001,A
A pe,611.8318780000001,A
A pe,611.8318780000001,A
Carro,611.8318780000001,A
Carro,611.8318780000001,A
Taxi,741.982807,A
A pe,741.982807,A
Taxi,741.982807,A
Taxi,741.982807,A
Outros,1.0,A
Outros,1.0,C2
Onibus,665.641531,C2
Onibus,665.641531,C2
Onibus,665.641531,C2
A pe,373.036599,C2
Onibus,405.844582,C2
Outros,1.0,C2
Carro,232.501096,ND
Carro,232.501096,ND
Carro,232.501096,ND
Carro,232.501096,ND
Carro,141.756945,A
Carro,141.756945,A
A pe,141.756945,A
A pe,141.756945,A
Carro,232.501096,B2
Carro,232.501096,B2
Outros,1.0,B2
Onibus,306.757405,B2
Onibus,306.757405,B2
Onibus,306.757405,B2
Onibus,306.757405,B2
Onibus,306.757405,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,A
Outros,1.0,A
Carro,141.756945,B2
Carro,141.756945,B2
Carro,141.756945,B2
Carro,141.756945,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
Escolar,159.328176,B2
Escolar,159.328176,B2
Carro,232.501096,B2
Carro,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,232.501096,B2
A pe,208.010169,B2
A pe,208.010169,B2
Outros,1.0,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Metro,208.010169,B1
Metro,208.010169,B1
Metro,281.959509,B1
Metro,281.959509,B1
Outros,1.0,A
Carro,232.501096,A
Carro,232.501096,A
Carro,232.501096,A
Taxi,141.756945,A
Outros,1.0,B1
Metro,281.959509,B1
Taxi,281.959509,B1
A pe,232.501096,B1
A pe,232.501096,B1
A pe,232.501096,B1
Carro,232.501096,B1
Outros,1.0,B2
Onibus,252.949202,C1
Onibus,252.949202,C1
Onibus,252.949202,C1
A pe,232.501096,C1
Onibus,252.949202,C1
A pe,232.501096,C1
A pe,232.501096,C1
Carro,232.501096,C1
Carro,232.501096,C1
Outros,1.0,C1
A pe,281.959509,C1
A pe,281.959509,C1
Outros,1.0,C1
Carro,232.501096,B2
Carro,232.501096,B2
Metro,232.501096,B2
Metro,232.501096,B2
Carro,232.501096,B2
Carro,232.501096,B2
Metro,232.501096,B2
Metro,232.501096,B2
Carro,610.19508,B2
Carro,610.19508,B2
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,232.501096,B1
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,128.45156799999998,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,188.486232,A
Carro,188.486232,A
Outros,1.0,A
Outros,1.0,A
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,210.678428,B1
Carro,210.678428,B1
A pe,210.678428,B1
A pe,210.678428,B1
Carro,210.678428,ND
Carro,210.678428,ND
Carro,210.678428,ND
Outros,1.0,ND
Onibus,277.965003,ND
Onibus,277.965003,ND
Metro,210.678428,B2
Metro,210.678428,B2
Outros,1.0,B2
Carro,232.501096,A
Carro,232.501096,A
Outros,1.0,A
A pe,610.19508,A
A pe,610.19508,A
Metro,210.678428,A
Metro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
A pe,210.678428,A
A pe,210.678428,A
Carro,210.678428,A
A pe,255.49465,A
A pe,255.49465,A
Carro,255.49465,A
Carro,255.49465,A
Carro,255.49465,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,210.678428,A
Carro,188.486232,A
Carro,188.486232,A
Onibus,205.0633,A
Onibus,205.0633,A
Carro,552.921868,A
Onibus,601.550478,A
Carro,552.921868,A
Carro,552.921868,A
Outros,1.0,B2
Outros,1.0,B2
Carro,565.290083,B2
Carro,565.290083,B2
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
A pe,247.845582,ND
Outros,1.0,B1
A pe,565.290083,B1
A pe,565.290083,B1
Onibus,269.643212,B1
Onibus,269.643212,B1
Onibus,269.643212,B1
Onibus,269.643212,B1
Onibus,1086.634535,B1
Onibus,1086.634535,B1
A pe,247.845582,C2
A pe,247.845582,C2
Carro,195.283989,ND
Carro,195.283989,ND
Outros,1.0,ND
Carro,195.283989,B2
Carro,195.283989,B2
Outros,1.0,B2
Outros,1.0,B2
Onibus,79.80385600000001,B2
Onibus,79.80385600000001,B2
Metro,73.352609,B2
Metro,73.352609,B2
Carro,212.334368,B2
Carro,212.334368,B2
Carro,73.352609,B2
Carro,73.352609,B2
Outros,1.0,B2
A pe,212.334368,C1
A pe,212.334368,C1
Carro,212.334368,C1
Carro,212.334368,C1
Carro,212.334368,C1
Carro,212.334368,C1
Carro,212.334368,C1
Carro,212.334368,C1
Carro,344.388105,C1
Carro,344.388105,C1
Carro,344.388105,C1
Carro,344.388105,C1
A pe,212.334368,B2
