"","data","volume","chuva","temp.max","diff","x","y","z","medMov.chuva","medMov.diff","medMov.temp"
"1",2017-01-01,452.95027,8.4,31,0.353509999999972,0.192841480257126,0.116991643454039,30.52,NA,NA,NA
"2",2017-01-02,452.53867,0,31,-0.411599999999964,0.145794209774833,0,30.52,NA,NA,NA
"3",2017-01-03,452.04783,0.9,31,-0.490840000000048,0.140921674174696,0.0125348189415042,30.52,NA,NA,NA
"4",2017-01-04,451.31916,9.9,30,-0.728669999999966,0.126297303379907,0.137883008356546,29.52,NA,NA,NA
"5",2017-01-05,450.62366,0,31,-0.695500000000038,0.128336955144874,0,30.52,NA,NA,NA
"6",2017-01-06,449.66617,2.2,30,-0.95748999999995,0.112226965217082,0.0306406685236769,29.52,NA,NA,NA
"7",2017-01-07,448.79605,4.6,30,-0.870120000000043,0.117599421494002,0.064066852367688,29.52,NA,NA,NA
"8",2017-01-08,449.59625,6.5,31,0.800200000000018,0.220308831685992,0.0905292479108635,30.52,NA,NA,NA
"9",2017-01-09,449.6283,2.25,32,0.0320500000000266,0.173074628994907,0.0313370473537604,31.52,NA,NA,NA
"10",2017-01-10,454.21608,39.95,31,4.58777999999995,0.453210376213363,0.556406685236769,30.52,NA,NA,NA
"11",2017-01-11,458.67406,23.1,30,4.45798000000002,0.445228862824963,0.321727019498607,29.52,NA,NA,NA
"12",2017-01-12,461.02439,10.95,26,2.35032999999999,0.315627655636434,0.152506963788301,25.52,NA,NA,NA
"13",2017-01-13,467.20497,26.925,28,6.18058000000002,0.551153015081247,0.375,27.52,NA,NA,NA
"14",2017-01-14,472.17447,4.3,31,4.96949999999998,0.476682666587955,0.0598885793871866,30.52,NA,NA,NA
"15",2017-01-15,479.61187,14.3,30,7.43740000000003,0.628435955426506,0.1991643454039,29.52,10.285,1.80100733333333,30.2
"16",2017-01-16,486.83422,37.8,29,7.22235000000001,0.615212346380462,0.526462395543175,28.52,12.245,2.25893,30.0666666666667
"17",2017-01-17,493.56937,23.4,25,6.73514999999998,0.585254000287773,0.325905292479109,24.52,13.805,2.73538,29.6666666666667
"18",2017-01-18,500.64527,28,24,7.07589999999999,0.60620701020379,0.389972144846797,23.52,15.6116666666667,3.23982933333333,29.2
"19",2017-01-19,511.63711,13.6,26,10.99184,0.84700152128383,0.18941504178273,25.52,15.8583333333333,4.02119666666667,28.9333333333333
"20",2017-01-20,519.94801,18.8,24,8.31089999999995,0.682148220024123,0.261838440111421,23.52,17.1116666666667,4.62162333333333,28.4666666666667
"21",2017-01-21,528.8574,9.1,24,8.90939000000003,0.718949883720787,0.126740947075209,23.52,17.5716666666667,5.27941533333333,28.0666666666667
